cardIdentifier,name,printings_identifier,printings_rarity,printings_set,pitch,typeText,subtypes,types
inner-chi-blue,Inner Chi (Blue),LGS285,Promo,Promos,3,Mystic Resource - Chi,Chi,Resource
inner-chi-blue,Inner Chi (Blue),LGS286,Promo,Promos,3,Mystic Resource - Chi,Chi,Resource
inner-chi-blue,Inner Chi (Blue),LGS287,Promo,Promos,3,Mystic Resource - Chi,Chi,Resource
inner-chi-blue,Inner Chi (Blue),LGS288,Promo,Promos,3,Mystic Resource - Chi,Chi,Resource
inner-chi-blue,Inner Chi (Blue),LGS289,Promo,Promos,3,Mystic Resource - Chi,Chi,Resource
insidious-chill-blue,Insidious Chill (Blue),UPR140,Majestic,Uprising,3,Ice Action - Aura,Aura; NonAttack,Action
inspire-lightning-red,Inspire Lightning (Red),ELE088,Common,Tales Of Aria,1,Elemental Runeblade Action,NonAttack,Action
inspire-lightning-yellow,Inspire Lightning (Yellow),ELE089,Common,Tales Of Aria,2,Elemental Runeblade Action,NonAttack,Action
inspire-lightning-blue,Inspire Lightning (Blue),ELE090,Common,Tales Of Aria,3,Elemental Runeblade Action,NonAttack,Action
instill-fear-red,Instill Fear (Red),SUP107,Common,Super Slam,1,Reviled Action - Attack,Attack,Action
instill-fear-yellow,Instill Fear (Yellow),SUP108,Common,Super Slam,2,Reviled Action - Attack,Attack,Action
instill-fear-blue,Instill Fear (Blue),SUP109,Common,Super Slam,3,Reviled Action - Attack,Attack,Action
insult-to-injury-red,Insult to Injury (Red),PEN303,Common,Compendium Of Rathe,1,Reviled Action - Attack,Attack,Action
insult-to-injury-yellow,Insult to Injury (Yellow),PEN304,Common,Compendium Of Rathe,2,Reviled Action - Attack,Attack,Action
insult-to-injury-blue,Insult to Injury (Blue),PEN305,Common,Compendium Of Rathe,3,Reviled Action - Attack,Attack,Action
interlude-red,Interlude (Red),TCC058,Common,Round The Table,1,Bard Instant,,Instant
interlude-yellow,Interlude (Yellow),TCC062,Common,Round The Table,2,Bard Instant,,Instant
interlude-blue,Interlude (Blue),TCC075,Common,Round The Table,3,Bard Instant,,Instant
intimate-inducement-red,Intimate Inducement (Red),MST017,Common,Part The Mistveil,1,Mystic Assassin Attack Reaction,,AttackReaction
intimate-inducement-yellow,Intimate Inducement (Yellow),MST018,Common,Part The Mistveil,2,Mystic Assassin Attack Reaction,,AttackReaction
intimate-inducement-blue,Intimate Inducement (Blue),MST019,Common,Part The Mistveil,3,Mystic Assassin Attack Reaction,,AttackReaction
intoxicating-shot-blue,Intoxicating Shot (Blue),EVO241,Majestic,Bright Lights,3,Ranger Action - Arrow Attack,Arrow; Attack,Action
invert-existence-blue,Invert Existence (Blue),MON158,Majestic,Monarch,3,Shadow Runeblade Instant,,Instant
inverters-nightcowl,Inverter's Nightcowl,AAC005,Majestic,Armory Deck Arakni,,Assassin Equipment - Chest,Chest,Equipment
invigorate-red,Invigorate (Red),ELE103,Common,Tales Of Aria,1,Elemental Action,NonAttack,Action
invigorate-red,Invigorate (Red),LGS080,Promo,Promos,1,Elemental Action,NonAttack,Action
invigorate-yellow,Invigorate (Yellow),ELE104,Common,Tales Of Aria,2,Elemental Action,NonAttack,Action
invigorate-yellow,Invigorate (Yellow),LGS081,Promo,Promos,2,Elemental Action,NonAttack,Action
invigorate-blue,Invigorate (Blue),ELE105,Common,Tales Of Aria,3,Elemental Action,NonAttack,Action
invigorate-blue,Invigorate (Blue),LGS082,Promo,Promos,3,Elemental Action,NonAttack,Action
invigorating-light-red,Invigorating Light (Red),MON066,Rare,Monarch,1,Light Action - Attack,Attack,Action
invigorating-light-red,Invigorating Light (Red),BOL024,Rare,Boltyn Blitz Deck,1,Light Action - Attack,Attack,Action
invigorating-light-yellow,Invigorating Light (Yellow),MON067,Rare,Monarch,2,Light Action - Attack,Attack,Action
invigorating-light-blue,Invigorating Light (Blue),MON068,Rare,Monarch,3,Light Action - Attack,Attack,Action
invoke-azvolai-red,Invoke Azvolai (Red),UPR009,Rare,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-azvolai-red,Invoke Azvolai (Red),UPR009,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-cromai-red,Invoke Cromai (Red),UPR010,Rare,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-cromai-red,Invoke Cromai (Red),UPR010,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-dominia-red,Invoke Dominia (Red),UPR008,Majestic,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-dominia-red,Invoke Dominia (Red),UPR008,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-dracona-optimai-red,Invoke Dracona Optimai (Red),UPR006,Majestic,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-dracona-optimai-red,Invoke Dracona Optimai (Red),UPR006,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-kyloria-red,Invoke Kyloria (Red),UPR011,Rare,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-kyloria-red,Invoke Kyloria (Red),UPR011,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-miragai-red,Invoke Miragai (Red),UPR012,Rare,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-miragai-red,Invoke Miragai (Red),UPR012,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-nekria-red,Invoke Nekria (Red),UPR013,Rare,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-nekria-red,Invoke Nekria (Red),UPR013,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-ouvia-red,Invoke Ouvia (Red),UPR014,Rare,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-ouvia-red,Invoke Ouvia (Red),UPR014,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-suraya-yellow,Invoke Suraya (Yellow),DYN212,Legendary,Dynasty,2,Light Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-suraya-yellow,Invoke Suraya (Yellow),DYN212,Marvel,Dynasty,2,Light Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-themai-red,Invoke Themai (Red),UPR015,Rare,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-themai-red,Invoke Themai (Red),UPR015,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-tomeltai-red,Invoke Tomeltai (Red),UPR007,Majestic,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-tomeltai-red,Invoke Tomeltai (Red),UPR007,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-vynserakai-red,Invoke Vynserakai (Red),UPR016,Rare,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-vynserakai-red,Invoke Vynserakai (Red),UPR016,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-yendurai-red,Invoke Yendurai (Red),UPR017,Rare,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
invoke-yendurai-red,Invoke Yendurai (Red),UPR017,Marvel,Uprising,1,Draconic Illusionist Action - Invocation,Invocation; NonAttack,Action
ion-charged-yellow,Ion Charged (Yellow),PEN242,Rare,Compendium Of Rathe,2,Lightning Instant,,Instant
ion-charged-yellow,Ion Charged (Yellow),GEM135,Promo,GEM,2,Lightning Instant,,Instant
ira-crimson-haze,"Ira, Crimson Haze",IRA001,Promo,Ira Welcome Deck,,Ninja Hero - Young,Young,Hero
ira-crimson-haze,"Ira, Crimson Haze",TCC077,Common,Round The Table,,Ninja Hero - Young,Young,Hero
ira-crimson-haze,"Ira, Crimson Haze",1HP089,Common,History Pack 1,,Ninja Hero - Young,Young,Hero
ira-crimson-haze,"Ira, Crimson Haze",CRU046,Common,Crucible Of War,,Ninja Hero - Young,Young,Hero
ira-crimson-haze,"Ira, Crimson Haze",HER000,Promo,Promos,,Ninja Hero - Young,Young,Hero
ira-scarlet-revenger,"Ira, Scarlet Revenger",ASR001,Majestic,Armory Deck Ira,,Ninja Hero,,Hero
ira-scarlet-revenger,"Ira, Scarlet Revenger",WIN040,Promo,Promos,,Ninja Hero,,Hero
ira-scarlet-revenger,"Ira, Scarlet Revenger",HER123,Promo,Promos,,Ninja Hero,,Hero
ira-scarlet-revenger,"Ira, Scarlet Revenger",HER124,Promo,Promos,,Ninja Hero,,Hero
ira-scarlet-revenger,"Ira, Scarlet Revenger",HER125,Promo,Promos,,Ninja Hero,,Hero
iris-of-reality,Iris of Reality,MON088,Token,Monarch,,Illusionist Weapon - Orb (2H),TwoHanded; Orb,Weapon
iris-of-reality,Iris of Reality,PSM003,Common,Prism Blitz Deck,,Illusionist Weapon - Orb (2H),TwoHanded; Orb,Weapon
iris-of-reality,Iris of Reality,FAB098,Promo,Promos,,Illusionist Weapon - Orb (2H),TwoHanded; Orb,Weapon
iris-of-reality,Iris of Reality,LGS048,Promo,Promos,,Illusionist Weapon - Orb (2H),TwoHanded; Orb,Weapon
iris-of-reality,Iris of Reality,FAB156,Promo,Promos,,Illusionist Weapon - Orb (2H),TwoHanded; Orb,Weapon
iris-of-the-blossom,Iris of the Blossom,ASR003,Majestic,Armory Deck Ira,,Ninja Equipment - Head,Head,Equipment
ironfist-revelation,Ironfist Revelation,SUP168,Legendary,Super Slam,,Guardian Equipment - Arms,Arms,Equipment
ironhide-gauntlet,Ironhide Gauntlet,RVD005,Common,Classic Battles Rhinar Dorinthea,,Generic Equipment - Arms,Arms,Equipment
ironhide-gauntlet,Ironhide Gauntlet,MON243,Common,Monarch,,Generic Equipment - Arms,Arms,Equipment
ironhide-gauntlet,Ironhide Gauntlet,FAB150,Promo,Promos,,Generic Equipment - Arms,Arms,Equipment
ironhide-helm,Ironhide Helm,DRO005,Common,Dromai Blitz Deck,,Generic Equipment - Head,Head,Equipment
ironhide-helm,Ironhide Helm,MON241,Common,Monarch,,Generic Equipment - Head,Head,Equipment
ironhide-legs,Ironhide Legs,UZU006,Common,Uzuri Blitz Deck,,Generic Equipment - Legs,Legs,Equipment
ironhide-legs,Ironhide Legs,DRO008,Common,Dromai Blitz Deck,,Generic Equipment - Legs,Legs,Equipment
ironhide-legs,Ironhide Legs,RVD006,Common,Classic Battles Rhinar Dorinthea,,Generic Equipment - Legs,Legs,Equipment
ironhide-legs,Ironhide Legs,OLD007,Common,Oldhim Blitz Deck,,Generic Equipment - Legs,Legs,Equipment
ironhide-legs,Ironhide Legs,MON244,Common,Monarch,,Generic Equipment - Legs,Legs,Equipment
ironhide-plate,Ironhide Plate,MON242,Common,Monarch,,Generic Equipment - Chest,Chest,Equipment
ironrot-gauntlet,Ironrot Gauntlet,MPG124,Common,Mastery Pack Guardian,,Generic Equipment - Arms,Arms,Equipment
ironrot-gauntlet,Ironrot Gauntlet,1HP344,Common,History Pack 1,,Generic Equipment - Arms,Arms,Equipment
ironrot-gauntlet,Ironrot Gauntlet,BRI007,Common,Briar Blitz Deck,,Generic Equipment - Arms,Arms,Equipment
ironrot-gauntlet,Ironrot Gauntlet,WTR157,Common,Welcome To Rathe,,Generic Equipment - Arms,Arms,Equipment
ironrot-gauntlet,Ironrot Gauntlet,RNR006,Common,Rhinar Hero Deck,,Generic Equipment - Arms,Arms,Equipment
ironrot-gauntlet,Ironrot Gauntlet,TEA006,Common,Dorinthea Hero Deck,,Generic Equipment - Arms,Arms,Equipment
ironrot-gauntlet,Ironrot Gauntlet,OXO003,Promo,Promos,,Generic Equipment - Arms,Arms,Equipment
ironrot-helm,Ironrot Helm,DDD003,Common,Dorinthea Demo Deck,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,BDD003,Common,Bravo Demo Deck,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,MPG122,Common,Mastery Pack Guardian,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,TER004,Common,First Strike Terra,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,AUR003,Common,First Strike Aurora,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,DVR003,Common,Classic Battles Rhinar Dorinthea,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,1HP342,Common,History Pack 1,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,WTR155,Common,Welcome To Rathe,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,KSU005,Common,Katsu Hero Deck,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,RNR004,Common,Rhinar Hero Deck,,Generic Equipment - Head,Head,Equipment
ironrot-helm,Ironrot Helm,OXO001,Promo,Promos,,Generic Equipment - Head,Head,Equipment
ironrot-legs,Ironrot Legs,BDD006,Common,Bravo Demo Deck,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,MPG125,Common,Mastery Pack Guardian,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,TER007,Common,First Strike Terra,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,AUR006,Common,First Strike Aurora,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,RIP007,Common,Riptide Blitz Deck,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,AZL007,Common,Azalea Blitz Deck,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,DVR006,Common,Classic Battles Rhinar Dorinthea,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,1HP345,Common,History Pack 1,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,LXI006,Common,Lexi Blitz Deck,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,WTR158,Common,Welcome To Rathe,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,BVO007,Common,Bravo Hero Deck,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,KSU008,Common,Katsu Hero Deck,,Generic Equipment - Legs,Legs,Equipment
ironrot-legs,Ironrot Legs,OXO004,Promo,Promos,,Generic Equipment - Legs,Legs,Equipment
ironrot-plate,Ironrot Plate,MPG123,Common,Mastery Pack Guardian,,Generic Equipment - Chest,Chest,Equipment
ironrot-plate,Ironrot Plate,1HP343,Common,History Pack 1,,Generic Equipment - Chest,Chest,Equipment
ironrot-plate,Ironrot Plate,WTR156,Common,Welcome To Rathe,,Generic Equipment - Chest,Chest,Equipment
ironrot-plate,Ironrot Plate,BVO005,Common,Bravo Hero Deck,,Generic Equipment - Chest,Chest,Equipment
ironrot-plate,Ironrot Plate,TEA005,Common,Dorinthea Hero Deck,,Generic Equipment - Chest,Chest,Equipment
ironrot-plate,Ironrot Plate,OXO002,Promo,Promos,,Generic Equipment - Chest,Chest,Equipment
ironsong-determination-yellow,Ironsong Determination (Yellow),WTR122,Super Rare,Welcome To Rathe,2,Warrior Action,NonAttack,Action
ironsong-pride-red,Ironsong Pride (Red),DYN072,Majestic,Dynasty,1,Warrior Instant - Aura,Aura,Instant
ironsong-response-red,Ironsong Response (Red),SDO013,Common,Dorinthea Silver Age Deck,1,Warrior Attack Reaction,,AttackReaction
ironsong-response-red,Ironsong Response (Red),DVR016,Common,Classic Battles Rhinar Dorinthea,1,Warrior Attack Reaction,,AttackReaction
ironsong-response-red,Ironsong Response (Red),1HP162,Common,History Pack 1,1,Warrior Attack Reaction,,AttackReaction
ironsong-response-red,Ironsong Response (Red),WTR132,Common,Welcome To Rathe,1,Warrior Attack Reaction,,AttackReaction
ironsong-response-red,Ironsong Response (Red),LGS008,Promo,Promos,1,Warrior Attack Reaction,,AttackReaction
ironsong-response-red,Ironsong Response (Red),LGS029,Promo,Promos,1,Warrior Attack Reaction,,AttackReaction
ironsong-response-yellow,Ironsong Response (Yellow),1HP163,Common,History Pack 1,2,Warrior Attack Reaction,,AttackReaction
ironsong-response-yellow,Ironsong Response (Yellow),WTR133,Common,Welcome To Rathe,2,Warrior Attack Reaction,,AttackReaction
ironsong-response-yellow,Ironsong Response (Yellow),LGS030,Promo,Promos,2,Warrior Attack Reaction,,AttackReaction
ironsong-response-blue,Ironsong Response (Blue),SDO025,Common,Dorinthea Silver Age Deck,3,Warrior Attack Reaction,,AttackReaction
ironsong-response-blue,Ironsong Response (Blue),1HP164,Common,History Pack 1,3,Warrior Attack Reaction,,AttackReaction
ironsong-response-blue,Ironsong Response (Blue),WTR134,Common,Welcome To Rathe,3,Warrior Attack Reaction,,AttackReaction
ironsong-response-blue,Ironsong Response (Blue),TEA021,Common,Dorinthea Hero Deck,3,Warrior Attack Reaction,,AttackReaction
ironsong-response-blue,Ironsong Response (Blue),LGS031,Promo,Promos,3,Warrior Attack Reaction,,AttackReaction
ironsong-versus,Ironsong Versus,DTD207,Legendary,Dusk Till Dawn,,Warrior Equipment - Arms,Arms,Equipment
ironsong-versus,Ironsong Versus,FAB141,Promo,Promos,,Warrior Equipment - Arms,Arms,Equipment
isenhowl-weathervane-red,Isenhowl Weathervane (Red),UPR141,Rare,Uprising,1,Ice Action,NonAttack,Action
isenhowl-weathervane-yellow,Isenhowl Weathervane (Yellow),UPR142,Rare,Uprising,2,Ice Action,NonAttack,Action
isenhowl-weathervane-blue,Isenhowl Weathervane (Blue),UPR143,Rare,Uprising,3,Ice Action,NonAttack,Action
isolate-red,Isolate (Red),OUT027,Common,Outsiders,1,Assassin Action - Attack,Attack,Action
isolate-red,Isolate (Red),UZU014,Common,Uzuri Blitz Deck,1,Assassin Action - Attack,Attack,Action
isolate-red,Isolate (Red),ARA009,Common,Arakni Blitz Deck,1,Assassin Action - Attack,Attack,Action
isolate-yellow,Isolate (Yellow),OUT028,Common,Outsiders,2,Assassin Action - Attack,Attack,Action
isolate-yellow,Isolate (Yellow),UZU018,Common,Uzuri Blitz Deck,2,Assassin Action - Attack,Attack,Action
isolate-blue,Isolate (Blue),OUT029,Common,Outsiders,3,Assassin Action - Attack,Attack,Action
isolate-blue,Isolate (Blue),UZU022,Common,Uzuri Blitz Deck,3,Assassin Action - Attack,Attack,Action
iyslander,Iyslander,SIY001,Rare,Iyslander Silver Age Deck,,Elemental Wizard Hero - Young,Young,Hero
iyslander,Iyslander,UPR103,Token,Uprising,,Elemental Wizard Hero - Young,Young,Hero
iyslander,Iyslander,UPR103,Marvel,Uprising,,Elemental Wizard Hero - Young,Young,Hero
iyslander,Iyslander,EVR120,Majestic,Everfest,,Elemental Wizard Hero - Young,Young,Hero
iyslander,Iyslander,HER052,Promo,Promos,,Elemental Wizard Hero - Young,Young,Hero
iyslander-stormbind,"Iyslander, Stormbind",UPR102,Token,Uprising,,Elemental Wizard Hero,,Hero
iyslander-stormbind,"Iyslander, Stormbind",HER060,Promo,Promos,,Elemental Wizard Hero,,Hero
iyslander-stormbind,"Iyslander, Stormbind",WIN019,Promo,Promos,,Elemental Wizard Hero,,Hero
iyslander-stormbind,"Iyslander, Stormbind",HER067,Promo,Promos,,Elemental Wizard Hero,,Hero
jack-be-nimble-red,Jack Be Nimble (Red),SEA201,Rare,High Seas,1,Generic Action - Attack,Attack,Action
jack-be-quick-red,Jack Be Quick (Red),SBA014,Rare,Briar Silver Age Deck,1,Generic Action - Attack,Attack,Action
jack-be-quick-red,Jack Be Quick (Red),SEA202,Rare,High Seas,1,Generic Action - Attack,Attack,Action
jack-o-lantern-red,Jack-o'-lantern (Red),LGS176,Promo,Promos,1,Shadow Runeblade Action,NonAttack,Action
jack-o-lantern-yellow,Jack-o'-lantern (Yellow),LGS177,Promo,Promos,2,Shadow Runeblade Action,NonAttack,Action
jack-o-lantern-blue,Jack-o'-lantern (Blue),LGS178,Promo,Promos,3,Shadow Runeblade Action,NonAttack,Action
jagged-edge-red,Jagged Edge (Red),HNT116,Majestic,The Hunted,1,Warrior Attack Reaction,,AttackReaction
jagged-edge-red,Jagged Edge (Red),FAB311,Promo,Promos,1,Warrior Attack Reaction,,AttackReaction
jarl-vetreidi,Jarl Vetreiði,MPG000,Marvel,Mastery Pack Guardian,,Elemental Guardian Hero,,Hero
jarl-vetreidi,Jarl Vetreiði,AJV001,Majestic,Armory Deck Origins Jarl,,Elemental Guardian Hero,,Hero
jarl-vetreidi,Jarl Vetreiði,GEM076,Promo,GEM,,Elemental Guardian Hero,,Hero
jarl-vetreidi,Jarl Vetreiði,WIN041,Promo,Promos,,Elemental Guardian Hero,,Hero
jaws-of-victory-red,Jaws of Victory (Red),SUP005,Super Rare,Super Slam,1,Revered Brute Action - Attack,Attack,Action
jinglewood-smash-hit,"Jinglewood, Smash Hit",TCC050,Rare,Round The Table,,Bard Weapon - Fiddle (2H),TwoHanded; Fiddle,Weapon
jinglewood-smash-hit,"Jinglewood, Smash Hit",LGS212,Promo,Promos,,Bard Weapon - Fiddle (2H),TwoHanded; Fiddle,Weapon
jittery-bones-red,Jittery Bones (Red),SEA068,Common,High Seas,1,Pirate Necromancer Action - Attack,Attack,Action
jittery-bones-red,Jittery Bones (Red),AGB009,Common,Armory Deck Gravy Bones,1,Pirate Necromancer Action - Attack,Attack,Action
jittery-bones-red,Jittery Bones (Red),GEM049,Promo,GEM,1,Pirate Necromancer Action - Attack,Attack,Action
jittery-bones-yellow,Jittery Bones (Yellow),SEA069,Common,High Seas,2,Pirate Necromancer Action - Attack,Attack,Action
jittery-bones-blue,Jittery Bones (Blue),SGB023,Common,Gravy Bones Silver Age Deck,3,Pirate Necromancer Action - Attack,Attack,Action
jittery-bones-blue,Jittery Bones (Blue),SEA070,Common,High Seas,3,Pirate Necromancer Action - Attack,Attack,Action
